"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"201",201,"2023-08-27 13:39:27","2023-08-27 13:46:41","0","Anonymized","100","434","1","2023-08-27 13:46:43","R_2SCUiBIcutAs2W0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","6","3","2","94","81","89","96","31","91","97","100","","","","","","","","","","","","2","2","10","18","20","22","84","0","0","92","28","61","0","2","","2","","3","","81","5","","19","Anonymized","1"
"202",202,"2023-08-27 13:43:12","2023-08-27 13:46:52","0","Anonymized","100","220","1","2023-08-27 13:46:53","R_R4FouArnoDdZeUN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","62","0","0","90","55","49","25","0","100","19","100","1","2","0","25","26","73","89","15","67","7","40","0","0","2","","2","","3","","28","3","","75","Anonymized","2"
"203",203,"2023-08-27 13:45:11","2023-08-27 13:47:07","0","Anonymized","100","115","1","2023-08-27 13:47:07","R_1llVdx7dJg0thJ8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","39","30","5","6","100","93","89","88","100","10","8","","","","","","","","","","","","2","2","88","90","92","99","100","69","100","100","100","100","100","2","","1","","5","","38","4","","92","Anonymized","1"
"204",204,"2023-08-27 13:41:30","2023-08-27 13:47:08","0","Anonymized","100","337","1","2023-08-27 13:47:09","R_3s5H07MZ8TY61na","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","40","4.00","0","0","0","2","0","75","0","10","1","2","90","100","95","65","0","0","0","90","0","0","0","1","I have used Replika.","2","","1","","29","4","","10","Anonymized","2"
"205",205,"2023-08-27 13:44:37","2023-08-27 13:47:09","0","Anonymized","100","152","1","2023-08-27 13:47:09","R_3h3hIJgNgMU5KEZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","2","0","82","92","63","90","44","100","50","50","","","","","","","","","","","","2","2","36","18","29","68","72","50","90","38","78","0","78","2","","1","","3","","36","4","","100","Anonymized","1"
"206",206,"2023-08-27 13:38:15","2023-08-27 13:47:11","0","Anonymized","100","536","1","2023-08-27 13:47:12","R_1Q4oAduPUeR3k2B","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","100","8","80","80","100","100","0","100","70","100","","","","","","","","","","","","2","2","50","60","100","0","0","0","0","0","0","0","0","2","","2","","1","","42","5","","70","Anonymized","1"
"207",207,"2023-08-27 13:38:57","2023-08-27 13:47:15","0","Anonymized","100","497","1","2023-08-27 13:47:15","R_2t4Kb9NgG1BY6g0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","69","73","20","72","36","70","65","36","69","65","67","1","2","70","28","71","67","87","27","75","73","76","28","68","1","","2","","1","","18","4","","50","Anonymized","2"
"208",208,"2023-08-27 13:44:40","2023-08-27 13:47:15","0","Anonymized","100","154","1","2023-08-27 13:47:16","R_2XhWJXREOZiu9eU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5","94","52","50","12","91","100","96","88","2","2","28","28","21","61","60","68","70","80","71","59","0","2","","2","","4","","20","3","","80","Anonymized","2"
"209",209,"2023-08-27 13:44:02","2023-08-27 13:47:18","0","Anonymized","100","195","1","2023-08-27 13:47:18","R_8kXKjSCXFK0FC4V","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","10","5","20","50","40","0","0","100","1","9","1","2","13","15","14","85","100","50","50","100","86","0","86","2","","1","","2","","50","2","","41","Anonymized","2"
"210",210,"2023-08-27 13:42:12","2023-08-27 13:47:42","0","Anonymized","100","329","1","2023-08-27 13:47:43","R_vAG2uhh2DFU5YiZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","78","63","0","13","73","39","0","16","100","17","33","1","2","84","43","83","100","49","79","9","100","77","0","87","2","","1","","1","","28","3","","100","Anonymized","2"
"211",211,"2023-08-27 13:44:20","2023-08-27 13:47:51","0","Anonymized","100","211","1","2023-08-27 13:47:52","R_UFsWa6DsFm37YgV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","0","0","100","50","50","100","36","100","100","80","","","","","","","","","","","","2","2","84","40","73","81","59","10","9","63","50","42","41","2","","1","","2","","31","4","","36","Anonymized","1"
"212",212,"2023-08-27 13:44:33","2023-08-27 13:48:01","0","Anonymized","100","207","1","2023-08-27 13:48:01","R_2z6XQRVU3hoqJ85","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","1","2","71","60","64","39","38","93","81","82","1","2","71","66","66","29","65","29","0","20","20","4","0","2","","2","","3","","58","4","","2","Anonymized","2"
"213",213,"2023-08-27 13:43:01","2023-08-27 13:48:18","0","Anonymized","100","316","1","2023-08-27 13:48:18","R_33DcD7XsKgTDhEA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.00","92","90","70","100","29","100","59","62","","","","","","","","","","","","2","2","29","50","41","73","58","29","0","31","8","0","30","2","","2","","1","","43","3","","40","Anonymized","1"
"214",214,"2023-08-27 13:45:13","2023-08-27 13:48:20","0","Anonymized","100","187","1","2023-08-27 13:48:21","R_3JehYoMgTNWsNUR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","23","12","0.50","37","35","25","57","7","100","38","68","1","2","91","93","95","35","41","20","53","35","34","58","49","2","","1","","3","","24","1","","7","Anonymized","2"
"215",215,"2023-08-27 13:45:07","2023-08-27 13:48:30","0","Anonymized","100","202","1","2023-08-27 13:48:30","R_1lActMsAdMYIToF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","1.99","90","75","75","100","30","100","60","10","","","","","","","","","","","","2","2","50","50","50","60","40","40","60","60","65","50","70","2","","1","","3","","24","4","","50","Anonymized","1"
"216",216,"2023-08-27 13:45:23","2023-08-27 13:48:33","0","Anonymized","100","190","1","2023-08-27 13:48:33","R_3QW1LjXHdHf0US8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","25","5","5","85","61","80","78","2","100","79","78","","","","","","","","","","","","2","2","7","15","6","82","21","18","73","82","68","4","15","2",NA,"1","","3","","33","3","","77","Anonymized","1"
"217",217,"2023-08-27 13:48:05","2023-08-27 13:48:37","0","Anonymized","100","31","1","2023-08-27 13:48:37","R_1mzq7bosJcqBViu","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"218",218,"2023-08-27 13:40:06","2023-08-27 13:48:51","0","Anonymized","100","524","1","2023-08-27 13:48:51","R_1LTqVWoPE6KoKbz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","50","5.00","20","80","48","0","0","50","20","60","1","2","20","20","5","60","10","1","0","40","0","0","0","2","","2","","3","","65","4","","60","Anonymized","2"
"219",219,"2023-08-27 13:45:43","2023-08-27 13:48:55","0","Anonymized","100","192","1","2023-08-27 13:48:56","R_1mq7G3iWw9aerfS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","10","0","30","30","30","30","30","20","20","20","1","2","60","63","56","18","2","3","3","42","4","4","3","2","","2","","3","","55","4","","20","Anonymized","2"
"220",220,"2023-08-27 13:46:07","2023-08-27 13:49:01","0","Anonymized","100","173","1","2023-08-27 13:49:02","R_AB8oBxnOKp22QKt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","0","50","60","50","50","50","95","50","50","1","2","5","5","5","82","50","0","0","0","0","0","0","2","","2","","2","","57","3","","90","Anonymized","2"
"221",221,"2023-08-27 13:45:01","2023-08-27 13:49:02","0","Anonymized","100","241","1","2023-08-27 13:49:03","R_3jYwOY5Jcstukbf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","1","0","100","55","50","100","50","100","95","69","","","","","","","","","","","","1","2","60","50","80","55","5","45","40","70","50","0","50","2","","1","","3","","27","1","","50","Anonymized","1"
"222",222,"2023-08-27 13:43:12","2023-08-27 13:49:12","0","Anonymized","100","359","1","2023-08-27 13:49:12","R_2yeCNUst2OaO7aS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","5.00","80","90","60","85","91","92","40","93","","","","","","","","","","","","2","2","31","40","41","70","60","40","10","30","30","0","30","2","","2","","3","","45","3","","70","Anonymized","1"
"223",223,"2023-08-27 13:45:37","2023-08-27 13:49:25","0","Anonymized","100","228","1","2023-08-27 13:49:26","R_3hEDGUWLRAo4Upp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","23","10","0","50","81","90","82","84","100","44","29","1","2","76","51","50","100","91","76","64","82","85","5","93","2","","2","","3","","31","3","","15","Anonymized","2"
"224",224,"2023-08-27 13:42:36","2023-08-27 13:49:26","0","Anonymized","100","409","1","2023-08-27 13:49:27","R_3s7vTIzQgpH5AR2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","0","0","0","0","0","100","0","100","2","2","0","0","0","50","0","100","50","50","50","0","0","2","","1","","2","","50","3","","100","Anonymized","2"
"225",225,"2023-08-27 13:47:08","2023-08-27 13:50:24","0","Anonymized","100","196","1","2023-08-27 13:50:24","R_8CTHKpbfkbBcWiJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","70","50","5","95","81","9","100","0","100","92","79","1","2","61","60","60","91","81","0","8","95","15","0","0","2","","2","","3","","55","3","","50","Anonymized","2"
"226",226,"2023-08-27 13:45:55","2023-08-27 13:50:32","0","Anonymized","100","277","1","2023-08-27 13:50:33","R_UbGS68F4kQYaNMJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","0","5","45","80","50","65","50","100","75","40","","","","","","","","","","","","2","2","90","80","85","55","5","5","3","2","12","0","3","1","I tried out Replika AI when it first came out, but now it seems to be more focused on the romantic relationship side of things since that seems to be what makes the most money.","1","","4","","27","3","","53","Anonymized","1"
"227",227,"2023-08-27 13:44:09","2023-08-27 13:50:57","0","Anonymized","100","408","1","2023-08-27 13:50:57","R_2fCzKvK2j4OBcWG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","60","50","5","90","80","40","80","20","100","80","91","","","","","","","","","","","","1","4","90","90","80","70","90","50","20","70","75","10","40","2","","1","","3","","74","5","","30","Anonymized","1"
"228",228,"2023-08-27 13:46:13","2023-08-27 13:51:21","0","Anonymized","100","308","1","2023-08-27 13:51:22","R_33BzLCH7ceB93kZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","75","0.00","100","95","50","100","20","100","50","35","","","","","","","","","","","","2","2","95","74","80","45","70","5","70","30","75","0","10","2","","1","","3","","42","1","","20","Anonymized","1"
"229",229,"2023-08-27 13:48:17","2023-08-27 13:51:38","0","Anonymized","100","201","1","2023-08-27 13:51:38","R_2ydUvHhgATHSrJZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","100","100","100","100","100","0","","","","","","","","","","","","1","2","50","22","65","100","83","43","50","41","50","0","28","2","","1","","3","","42","3","","50","Anonymized","1"
"230",230,"2023-08-27 13:47:18","2023-08-27 13:51:38","0","Anonymized","100","260","1","2023-08-27 13:51:39","R_0HTIuV6uvrG2NjP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","79","20","0.99","100","75","94","93","46","100","100","20","","","","","","","","","","","","2","2","86","90","82","99","79","70","20","93","46","65","32","2","","2","","3","","36","3","","81","Anonymized","1"
"231",231,"2023-08-27 13:45:33","2023-08-27 13:51:39","0","Anonymized","100","366","1","2023-08-27 13:51:40","R_2B35z7RCpWXFBro","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","10","5","80","85","60","90","75","91","55","90","","","","","","","","","","","","2","2","65","40","55","80","75","25","30","75","60","11","25","2","","2","","3","","27","4","","75","Anonymized","1"
"232",232,"2023-08-27 13:49:05","2023-08-27 13:51:41","0","Anonymized","100","156","1","2023-08-27 13:51:42","R_2QGpkWMeMPkTIkw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","100","70","30","100","100","100","100","0","1","2","70","35","74","100","100","100","20","100","100","0","100","1","I've used plenty, but mostly free ones out of curiosity. I find that AI companions are interesting, but they are existential horrors that need to be eradicated.","4","non-binary","4","","23","4","","0","Anonymized","2"
"233",233,"2023-08-27 13:48:51","2023-08-27 13:51:47","0","Anonymized","100","176","1","2023-08-27 13:51:48","R_PZFXgCCvVA1t3cB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","9","6","1.00","100","60","70","64","86","100","100","68","1","2","85","83","60","82","89","69","80","85","77","71","95","2","N/a","2","","3","","36","3","","21","Anonymized","2"
"234",234,"2023-08-27 13:49:29","2023-08-27 13:52:01","0","Anonymized","100","152","1","2023-08-27 13:52:02","R_rl70e1hYFUr1PfH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","95","88","5","16","96","83","14","94","100","15","21","2","2","14","5","4","96","97","93","4","23","3","6","13","2","","1","","3","","36","4","","77","Anonymized","2"
"235",235,"2023-08-27 13:47:14","2023-08-27 13:52:17","0","Anonymized","100","303","1","2023-08-27 13:52:18","R_4Oekcbt6SoQl1L3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","0","4.99","100","100","100","100","0","100","100","0","","","","","","","","","","","","2","2","100","80","100","0","0","0","0","0","0","0","0","1","Ive tried Replika","1","","3","","35","3","","100","Anonymized","1"
"236",236,"2023-08-27 13:48:56","2023-08-27 13:52:17","0","Anonymized","100","201","1","2023-08-27 13:52:18","R_2BmSjzSHbQostrn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","25","0","4","55","75","70","80","25","100","20","65","","","","","","","","","","","","2","2","40","40","40","70","20","20","0","71","30","15","9","2","","1","","3","","40","4","","45","Anonymized","1"
"237",237,"2023-08-27 13:49:50","2023-08-27 13:52:19","0","Anonymized","100","149","1","2023-08-27 13:52:20","R_xgPhXQUslHgSzEl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","4","0","0","62","66","21","15","0","87","53","27","1","2","0","0","0","63","14","14","56","69","42","0","14","2","N/a","1","","3","","40","5","","60","Anonymized","2"
"238",238,"2023-08-27 13:50:40","2023-08-27 13:52:30","0","Anonymized","100","109","1","2023-08-27 13:52:30","R_DqMGiAZiUMf5G0h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","21","26","2.00","99","17","15","97","93","91","84","3","","","","","","","","","","","","2","2","57","59","57","88","63","8","15","76","50","21","35","2","","1","","3","","24","4","","76","Anonymized","1"
"239",239,"2023-08-27 13:42:54","2023-08-27 13:52:47","0","Anonymized","100","593","1","2023-08-27 13:52:48","R_1dMPlgVtEB3vr56","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","10","0.99","85","70","70","100","80","98","90","10","","","","","","","","","","","","1","2","65","75","60","85","80","65","40","70","50","50","40","2","","1","","3","","49","3","","69","Anonymized","1"
"240",240,"2023-08-27 13:48:48","2023-08-27 13:52:48","0","Anonymized","100","240","1","2023-08-27 13:52:49","R_1NrC7vNS8tsdl7a","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","6","2","4.00","100","27","40","96","86","99","80","31","","","","","","","","","","","","2","2","34","56","54","90","63","89","97","93","94","93","84","2","","3","","4","","22","3","","29","Anonymized","1"
"241",241,"2023-08-27 13:46:06","2023-08-27 13:52:55","0","Anonymized","100","409","1","2023-08-27 13:52:56","R_25sFNTGoZKaWytb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","50","2","55","30","25","50","45","75","50","100","1","2","65","70","10","80","86","30","10","80","31","15","20","2","","1","","5","","29","5","","85","Anonymized","2"
"242",242,"2023-08-27 13:47:50","2023-08-27 13:53:04","0","Anonymized","100","313","1","2023-08-27 13:53:05","R_295DLwzAYcVqBFL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","50","0","0","50","50","50","0","100","50","0","1","2","0","0","70","100","100","0","0","100","100","0","0","2","","2","","3","","56","1","","100","Anonymized","2"
"243",243,"2023-08-27 13:48:49","2023-08-27 13:53:26","0","Anonymized","100","277","1","2023-08-27 13:53:27","R_PNvrx9BQeUdW4wN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","96","60","19","50","50","100","100","29","1","2","15","7","15","65","70","2","6","41","5","38","22","2","","1","","3","","40","3","","32","Anonymized","2"
"244",244,"2023-08-27 13:50:51","2023-08-27 13:53:28","0","Anonymized","100","157","1","2023-08-27 13:53:29","R_2EzeCuDwSp0MZsA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","50","50","50","50","20","100","50","50","1","2","30","40","40","60","0","0","0","0","0","0","0","2","","2","","3","","44","4","","50","Anonymized","2"
"245",245,"2023-08-27 13:47:52","2023-08-27 13:54:06","0","Anonymized","100","373","1","2023-08-27 13:54:06","R_24LS0GooJrOhgYJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","14","0","4.99","61","60","15","37","39","100","40","40","1","2","12","3","6","64","45","12","19","39","35","9","6","2","","2","","3","","52","4","","76","Anonymized","2"
"246",246,"2023-08-27 13:50:47","2023-08-27 13:54:14","0","Anonymized","100","206","1","2023-08-27 13:54:14","R_2rOfQnOe6NSIKUo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","0","0","89","96","10","80","80","99","91","29","2","2","21","20","10","90","100","50","31","84","50","0","73","2","","3","","3","","30","1","","31","Anonymized","2"
"247",247,"2023-08-27 13:51:07","2023-08-27 13:54:14","0","Anonymized","100","187","1","2023-08-27 13:54:15","R_YctxNJtjtxSZ9WV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","69","0","6.00","94","100","72","100","26","100","62","100","","","","","","","","","","","","2","2","15","29","33","82","67","5","27","61","41","3","33","2","","2","","3","","49","3","","63","Anonymized","1"
"248",248,"2023-08-27 13:50:43","2023-08-27 13:54:26","0","Anonymized","100","222","1","2023-08-27 13:54:26","R_s4BIJXl6jCFne5X","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","38","50","0","39","50","50","1","0","100","38","85","1","2","81","71","81","65","39","9","5","76","40","50","1","2","","1","","3","","61","4","","24","Anonymized","2"
"249",249,"2023-08-27 13:50:07","2023-08-27 13:54:26","0","Anonymized","100","258","1","2023-08-27 13:54:26","R_4Z5d8NXodkcuoaB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","75","60","0","40","50","30","24","25","71","50","60","1","2","25","20","15","54","44","29","24","61","36","49","50","2","","1","","3","","46","4","","70","Anonymized","2"
"250",250,"2023-08-27 13:54:07","2023-08-27 13:54:33","0","Anonymized","100","26","1","2023-08-27 13:54:34","R_2787w4G1QKxwRFl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"251",251,"2023-08-27 13:51:13","2023-08-27 13:54:34","0","Anonymized","100","201","1","2023-08-27 13:54:35","R_3rTfNRVag43nFWw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","4","19","100","100","100","100","45","","","","","","","","","","","","2","2","42","62","53","64","64","44","84","66","13","4","43","2","","2","","3","","31","3","","1","Anonymized","1"
"252",252,"2023-08-27 13:52:21","2023-08-27 13:54:55","0","Anonymized","100","154","1","2023-08-27 13:54:56","R_3Oramk6U2GvC1Ln","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","41","9","1","57","77","83","45","100","100","66","36","2","2","22","26","7","88","56","20","39","67","60","43","21","2","","2","","3","","46","4","","89","Anonymized","2"
"253",253,"2023-08-27 13:48:01","2023-08-27 13:55:01","0","Anonymized","100","419","1","2023-08-27 13:55:02","R_1jOoOFfh6w9zVfs","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","67","0","20.00","31","65","69","20","36","100","26","71","1","2","0","26","19","20","39","15","0","20","7","12","0","2","","2","","3","","24","1","","83","Anonymized","2"
"254",254,"2023-08-27 13:52:16","2023-08-27 13:55:13","0","Anonymized","100","176","1","2023-08-27 13:55:13","R_1Os51tcoiBW4KEN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","4","3","10","9","10","5","6","93","40","0","1","2","50","28","30","93","84","8","11","61","10","73","20","2","","2","","3","","56","4","","24","Anonymized","2"
"255",255,"2023-08-27 13:40:56","2023-08-27 13:55:13","0","Anonymized","100","856","1","2023-08-27 13:55:13","R_2sRSHxkr3SwlK8D","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","55","0","0.10","100","100","95","100","100","100","86","100","","","","","","","","","","","","1","2","40","70","70","80","20","50","5","81","50","30","65","2","","1","","1","","50","2","","50","Anonymized","1"
"256",256,"2023-08-27 13:48:14","2023-08-27 13:55:13","0","Anonymized","100","419","1","2023-08-27 13:55:14","R_1N2NohZVfMlsCZJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","32","0","3","93","91","76","71","37","100","62","71","","","","","","","","","","","","1","2","57","50","45","63","23","42","0","10","43","53","47","2","","2","","1","","42","1","","78","Anonymized","1"
"257",257,"2023-08-27 13:50:36","2023-08-27 13:55:15","0","Anonymized","100","279","1","2023-08-27 13:55:16","R_3fx9LIcDzEAJlBI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","72","50","0","100","0","92","100","100","100","96","0","","","","","","","","","","","","2","2","27","50","50","50","15","21","19","95","50","50","6","2","","2","","3","","22","4","","0","Anonymized","1"
"258",258,"2023-08-27 13:49:42","2023-08-27 13:55:23","0","Anonymized","100","341","1","2023-08-27 13:55:24","R_2EgjKL0lVLaKSeW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","70","65","4.00","30","70","60","20","21","80","40","10","1","2","5","35","65","80","65","65","80","70","65","30","70","2","","1","","3","","52","3","","90","Anonymized","2"
"259",259,"2023-08-27 13:49:58","2023-08-27 13:55:27","0","Anonymized","100","329","1","2023-08-27 13:55:28","R_Ug6OY3q2lBCHZRf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","3","0","1","80","41","9","40","41","10","72","71","1","2","10","20","30","80","62","0","10","5","5","5","0","2","","1","","3","","30","4","","75","Anonymized","2"
"260",260,"2023-08-27 13:51:18","2023-08-27 13:55:32","0","Anonymized","100","254","1","2023-08-27 13:55:33","R_2AGZR24Iu496qu6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","31","20","0","100","64","82","100","90","3","100","81","","","","","","","","","","","","2","2","59","66","63","67","22","70","61","11","13","0","60","2","","1","","3","","40","5","","42","Anonymized","1"
"261",261,"2023-08-27 13:51:46","2023-08-27 13:55:41","0","Anonymized","100","234","1","2023-08-27 13:55:42","R_2YM4eeLKQZaAf2E","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","46","3","1","4","60","24","14","0","79","15","14","1","2","30","18","59","69","64","58","42","22","16","36","60","2","","1","","3","","30","5","","79","Anonymized","2"
"262",262,"2023-08-27 13:50:44","2023-08-27 13:55:42","0","Anonymized","100","297","1","2023-08-27 13:55:42","R_2fxkuln1q3KSDNr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","0","4.99","25","50","36","25","0","95","40","30","1","2","80","75","70","40","30","0","0","0","0","0","0","2","","1","","5","","22","1","","100","Anonymized","2"
"263",263,"2023-08-27 13:49:31","2023-08-27 13:55:42","0","Anonymized","100","371","1","2023-08-27 13:55:43","R_2cqJ99aD2W3nnGV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","0","0","100","100","100","100","100","","","","","","","","","","","","2","2","0","100","100","0","100","0","0","0","100","0","0","2","","1","","3","","34","4","","0","Anonymized","1"
"264",264,"2023-08-27 13:50:28","2023-08-27 13:55:46","0","Anonymized","100","318","1","2023-08-27 13:55:47","R_33kTsn7kP09M9aK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","42","19","1.00","32","70","67","92","69","95","83","62","","","","","","","","","","","","2","2","92","72","99","79","32","27","88","95","88","9","95","2","","4","transfem","3","","37","3","","36","Anonymized","1"
"265",265,"2023-08-27 13:52:59","2023-08-27 13:55:49","0","Anonymized","100","170","1","2023-08-27 13:55:50","R_2Sqc2WllOgdAeax","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","53","7","1.00","36","64","0","0","1","98","23","29","1","2","35","40","60","74","78","68","65","87","87","87","33","2","","2","","3","","25","4","","7","Anonymized","2"
"266",266,"2023-08-27 13:52:50","2023-08-27 13:55:49","0","Anonymized","100","179","1","2023-08-27 13:55:50","R_3GiJ3uTYKEuMsGy","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","41","65","3.00","90","50","78","82","49","83","68","86","","","","","","","","","","","","2","2","77","81","92","85","82","69","29","18","36","75","28","2","","1","","3","","31","1","","58","Anonymized","1"
"267",267,"2023-08-27 13:51:53","2023-08-27 13:55:52","0","Anonymized","100","238","1","2023-08-27 13:55:53","R_1gBHZ9faZ9zMkwy","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","0.00","50","9","40","40","50","80","26","10","1","2","40","25","18","67","86","0","36","0","7","0","0","2","","2","","3","","32","7","","0","Anonymized","2"
"268",268,"2023-08-27 13:54:00","2023-08-27 13:56:00","0","Anonymized","100","120","1","2023-08-27 13:56:01","R_1PRIAepXuThQ0gm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","42","0","77","21","30","74","49","91","50","80","1","2","29","36","50","92","87","60","50","68","50","39","59","2","","1","","3","","28","3","","61","Anonymized","2"
